===== sample12.csv =====
+400,4.18
+200,3.89
+100,3.68
+100,3.60

===== sample4.csv =====
Parameter,Value
Sample ID,4
Initial pH,6.07
Sample volume (mL),30

Acid Added (µL),pH
+200,6.66
+1200,6.57
+1000,6.48
+2000,6.29
+2000,6.09
+2000,5.85
+2000,5.58
+2000,5.10
+1000,4.54
+50,4.47
+50,4.44
+50,4.38
+50,4.33
+50,4.27
+50,4.21
+50,4.16
+50,4.09
+50,4.00
+50,3.98
+50,3.93
+200,3.74
+200,3.59

===== sample5.csv =====
Parameter,Value
Sample ID,5
Initial pH,7.26
Sample volume (mL),30

Acid Added (µL),pH
+200,7.25
+1000,7.12
+1000,7.00
+1000,6.89
+2000,6.69
+3000,6.42
+3000,6.49
+3000,5.92
+3000,5.56
+3000,5.36
+200,4.58
+200,4.25
+100,4.15
+100,4.07
+200,3.86
+100,3.77
+100,3.70

===== sample6.csv =====
Parameter,Value
Sample ID,6
Initial pH,5.40
Sample volume (mL),30

Acid Added (µL),pH
+200,5.19
+100,5.02
+100,4.80
+100,4.50
+20,4.42
+20,4.37
+20,4.30
+20,4.26
+20,4.19
+20,4.09
+50,4.00
+50,3.94
+50,3.89
+50,3.83
+50,3.79
+100,3.70
+100,3.65

===== sample7.csv =====
Parameter,Value
Sample ID,7
Initial pH,6.85
Sample volume (mL),30

Acid Added (µL),pH
+200,6.86
+200,6.67
+200,6.51
+3000,6.25
+3000,5.95
+3000,5.60
+3000,4.79
+1000,4.34
+50,4.28
+50,4.22
+50,4.18
+50,4.09
+50,4.01
+50,3.96
+50,3.91
+100,3.81
+100,3.74
+100,3.68
+100,3.58
+200,3.48
+200,3.37
+600,3.20
+600,3.10

